Step2,8,ticket-summer2026,2026-07-26T09:24:01.951Z,-1,,,false,Cloudflare Pages build command is empty. Set build command to "npm ci && npm run build" in the Pages project settings.
Step1,9,sl0j3_4uf6,2026-07-26T09:24:04.963Z,41,,,true,
Step2,10,ticket-summer2026,2026-07-26T09:24:09.664Z,-1,,,false,Cloudflare Pages build command is empty. Set build command to "npm ci && npm run build" in the Pages project settings.
Step1,1,sl0j3_4uf6,2026-07-26T09:31:36.993Z,54,,,true,
Step2,2,ticket-summer2026,2026-07-26T09:31:42.094Z,48198,3731,38499,true,
Step1,3,sl0j3_4uf6,2026-07-26T09:32:35.687Z,-1,,,false,API returned 405
Step2,4,ticket-summer2026,2026-07-26T09:32:40.784Z,47402,4548,38912,true,
Step1,5,sl0j3_4uf6,2026-07-26T09:33:33.370Z,-1,,,false,API returned 405
Step2,6,ticket-summer2026,2026-07-26T09:33:39.162Z,48137,3891,37989,true,
Step1,7,sl0j3_4uf6,2026-07-26T09:34:32.268Z,-1,,,false,API returned 405
Step2,8,ticket-summer2026,2026-07-26T09:34:37.289Z,47875,3156,37896,true,
Step1,9,sl0j3_4uf6,2026-07-26T09:35:30.321Z,-1,,,false,API returned 405
Step2,10,ticket-summer2026,2026-07-26T09:35:35.630Z,58154,3719,48360,true,
Step1,1,sl0j3_4uf6,2026-07-26T09:43:09.979Z,43,,,true,
Step2,2,ticket-summer2026,2026-07-26T09:43:15.424Z,42199,3074,32029,true,
Step1,3,sl0j3_4uf6,2026-07-26T09:44:02.642Z,56,,,true,
Step2,4,ticket-summer2026,2026-07-26T09:44:07.848Z,47833,3356,37098,true,
Step1,5,sl0j3_4uf6,2026-07-26T09:45:00.793Z,47,,,true,
Step2,6,ticket-summer2026,2026-07-26T09:45:05.802Z,53669,5589,36259,true,
Step1,7,sl0j3_4uf6,2026-07-26T09:46:04.658Z,46,,,true,
Step2,8,ticket-summer2026,2026-07-26T09:46:09.740Z,42252,5646,32254,true,
Step1,9,sl0j3_4uf6,2026-07-26T09:46:58.160Z,48,,,true,
Step2,10,ticket-summer2026,2026-07-26T09:47:03.028Z,52888,4672,38457,true,
Step1,1,sl0j3_4uf6,2026-07-26T09:51:58.402Z,87,,,true,
Step2,2,ticket-summer2026,2026-07-26T09:52:03.677Z,52860,2683,40757,true,
Step1,3,sl0j3_4uf6,2026-07-26T09:53:01.555Z,50,,,true,
Step2,4,ticket-summer2026,2026-07-26T09:53:06.688Z,59096,3189,44290,true,
Step1,5,sl0j3_4uf6,2026-07-26T09:54:10.893Z,44,,,true,
Step2,6,ticket-summer2026,2026-07-26T09:54:15.895Z,58526,5142,46881,true,
Step1,7,sl0j3_4uf6,2026-07-26T09:55:19.462Z,41,,,true,
Step2,8,ticket-summer2026,2026-07-26T09:55:24.773Z,47585,4014,38671,true,
Step1,9,sl0j3_4uf6,2026-07-26T09:56:17.482Z,56,,,true,
Step2,10,ticket-summer2026,2026-07-26T09:56:22.450Z,58019,4230,44341,true,
